frame_number,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
265,59.0,[1138.8172005830563 777.4248479788758 1474.677409080705 1055.787363970441],[1261.28662109375 952.7109375 1363.764404296875 1001.170166015625],0.6288343071937561,LR02FKD,0.07869244611908954
266,328.0,[1166.5529427840365 589.2722607973449 1450.103673810087 831.8719013983302],[1275.0018310546875 732.1316528320312 1351.1103515625 772.7942504882812],0.484065443277359,LY51NBG,0.02532540970785755
267,59.0,[1140.0195638217454 785.7184891718014 1477.6728053333843 1065.4267650764434],[1265.066650390625 965.7936401367188 1367.6707763671875 1012.834716796875],0.6085938811302185,WR02FKD,0.1833320996195985
267,328.0,[1166.6146463607154 591.9757809588348 1451.4261035976026 837.1236958883335],[1273.306640625 732.3790283203125 1349.747802734375 774.989501953125],0.43594077229499817,LM61NBG,0.10008548411334943
270,14.0,[458.3602044656885 736.8286415902362 775.3605855972716 1021.8965245868098],[565.8310546875 919.822509765625 657.6033325195312 960.5103759765625],0.4166356027126312,TF34ZHY,0.4307522198810382
271,59.0,[1145.3313055229444 798.4692756936744 1487.845153947086 1073.9759508742918],[1269.4541015625 980.9888305664062 1373.79345703125 1028.71484375],0.6292203068733215,LR02FKD,0.2503622867481324
274,59.0,[1144.079695900478 808.3142543816595 1493.247931738567 1076.258632785012],[1276.1495361328125 993.7119750976562 1378.30224609375 1043.0987548828125],0.6161782145500183,LR02FKD,0.194226338824561
276,14.0,[448.9585053168777 758.1741256281961 771.6591689846069 1047.9254731328947],[553.6840209960938 940.9691162109375 657.8203735351562 992.2626342773438],0.6052142381668091,FF15ZHY,0.11584303538225216
279,328.0,[1171.283833265892 612.9523435088647 1467.044867647906 872.9234730542009],[1279.4384765625 760.1859741210938 1360.71630859375 803.6588745117188],0.49440667033195496,EM61NBG,0.5638249868441727
281,328.0,[1171.9431256003204 616.9898779318592 1471.2529486508856 877.5981109379293],[1279.1583251953125 767.6768798828125 1365.2862548828125 807.5316162109375],0.5194165110588074,EX61NBG,0.13582464567297764
282,328.0,[1171.7385996760408 618.4362990343018 1472.2964369040892 880.6871322076372],[1280.562255859375 768.4638061523438 1363.847900390625 808.9260864257812],0.5040818452835083,EX51NBG,0.09781306457510654
283,328.0,[1171.4286346435695 619.7197805565999 1472.6952170293773 883.0066787179775],[1281.527587890625 773.9879150390625 1366.6961669921875 811.2257080078125],0.5397733449935913,EY61NBG,0.5039178220226324
285,328.0,[1173.4163768848 623.420613578527 1479.7043911018188 888.9321261322433],[1283.8857421875 776.9692993164062 1365.9832763671875 820.07470703125],0.5480569005012512,EY61NBG,0.31380854173389533
286,328.0,[1173.51301190426 624.1453088434981 1482.2727003663886 891.1663725210996],[1283.535400390625 779.8284301757812 1369.082275390625 823.5697631835938],0.5627119541168213,EX61NEG,0.088503318789554
287,328.0,[1172.9752995665085 625.7564890940747 1482.9468639192405 894.0909564077821],[1284.5113525390625 784.890380859375 1370.438720703125 825.64892578125],0.564681887626648,EY61NEG,0.23591726671251953
288,14.0,[421.1410413236557 792.4710745885754 761.6131841050814 1077.8699582107122],[528.458740234375 980.3155517578125 646.6802368164062 1051.973876953125],0.28897804021835327,FJ14ZHY,0.290734084038096
290,328.0,[1173.383106326601 632.9252818020221 1483.8061162612964 904.2765448241724],[1285.1522216796875 788.9703979492188 1372.6627197265625 830.3392333984375],0.5966768860816956,EY61NBG,0.2234394413515588
290,14.0,[422.3371057010015 798.1900708250055 761.6269491939199 1077.0180540980946],[530.852294921875 998.6522827148438 640.6963500976562 1050.4947509765625],0.5832766890525818,FJ14ZHY,0.13846199434830692
291,328.0,[1174.5317405992103 636.0944080178774 1486.3960512484198 907.8672717604538],[1286.53369140625 794.7466430664062 1371.55224609375 834.0399780273438],0.5820004343986511,EX61NBG,0.2041170650570946
292,14.0,[412.62324642808676 805.3103942106784 756.4835384999442 1075.5280921442363],[527.1497802734375 1006.9609375 638.2080688476562 1056.167724609375],0.6164448857307434,FJ14ZHY,0.2846632301525716
293,14.0,[410.43364866143645 809.1205433516294 756.1530238513002 1076.7771333042],[525.047607421875 1009.8818359375 634.9861450195312 1061.18115234375],0.6265568137168884,FJ15ZHY,0.25678873421121584
293,328.0,[1173.9472134083253 638.1859738037277 1485.215964151278 910.2425295960692],[1286.6650390625 802.2628784179688 1375.4356689453125 842.9381103515625],0.6086347103118896,EX61NBG,0.15582569551061945
294,328.0,[1175.0079643088584 640.8640222303673 1486.8296328296556 914.8377824248091],[1287.148681640625 804.9085693359375 1377.18896484375 844.1649169921875],0.5876054167747498,EX51NBG,0.10828784350631797
295,328.0,[1175.3984238445696 641.8562700356891 1488.7145527726093 917.363686556686],[1287.7138671875 803.439697265625 1381.6553955078125 847.620849609375],0.5737188458442688,EX61NBG,0.2490461960911899
296,328.0,[1176.5389383832091 643.3767711276474 1491.4166881371568 919.9557843574756],[1288.0465087890625 807.62548828125 1381.82666015625 849.205810546875],0.5480316281318665,EX51NBG,0.18170470339552675
297,328.0,[1176.7426468296344 647.7158760631369 1491.1541703200432 923.9541128174938],[1287.5855712890625 810.834228515625 1380.607177734375 853.6864013671875],0.597011148929596,EX61NBG,0.12956798805021222
298,328.0,[1177.1598916500502 650.5219869155595 1491.3098106297566 926.5320291100724],[1288.4029541015625 815.4263305664062 1375.1224365234375 855.0785522460938],0.5849206447601318,EY61NBG,0.17013598477595612
302,328.0,[1180.7085447578704 661.4120456043806 1496.9163425859936 939.934343723771],[1296.0550537109375 828.9710083007812 1384.6029052734375 870.0466918945312],0.5764092206954956,EX61NEG,0.05954449607691704
304,328.0,[1182.4991047094916 663.7605641206508 1498.7404800088377 947.2466761672663],[1295.7789306640625 834.18896484375 1388.0849609375 874.4769287109375],0.5610873103141785,EX61NBG,0.20390240873631013
305,328.0,[1182.0017657296644 666.108199413424 1498.3323219892195 951.9623205605069],[1295.5894775390625 835.4905395507812 1387.0018310546875 877.4396362304688],0.5675705671310425,EX61NDG,0.045144754405934975
306,328.0,[1182.6475870492911 668.0581309678241 1499.4155880225355 956.5233945870855],[1298.493408203125 840.9688110351562 1394.466064453125 882.6586303710938],0.583767294883728,EX61NDG,0.12361673435746284
310,328.0,[1187.9534403748294 680.7365327631281 1511.344858906216 972.6242803262388],[1300.3857421875 853.5086669921875 1393.7962646484375 897.7489624023438],0.5907215476036072,EM61NBG,0.18316718282232927
311,328.0,[1188.6712088059203 683.726090565115 1513.498062449491 976.9342250685744],[1300.39208984375 853.7750244140625 1396.719482421875 898.8118286132812],0.5951707363128662,EX51NBG,0.17259304473997708
319,328.0,[1192.401654633092 706.9203400686383 1529.1032409351571 1005.3363945934536],[1309.7431640625 880.254638671875 1408.17041015625 925.99072265625],0.6242983937263489,LE61NDG,0.2148977080945393
321,328.0,[1193.232585497343 713.4058932656994 1532.36971923437 1014.9663773797085],[1310.1937255859375 890.6752319335938 1408.9534912109375 934.9830932617188],0.6330282688140869,EX51NBG,0.11289809853984187
322,328.0,[1194.2473526911083 714.7069607957415 1535.0073883135417 1017.8973810805985],[1311.6473388671875 893.7678833007812 1411.808349609375 938.2899780273438],0.6278604865074158,EE61NDG,0.18520132733546832
323,328.0,[1195.5623460048926 716.0313110124415 1537.4281759763687 1021.215949293295],[1312.4609375 897.7115478515625 1413.071533203125 943.2659912109375],0.6249743103981018,EX51NBG,0.13890907145589304
328,328.0,[1197.2267370772843 733.1265221049651 1537.9136709553873 1042.6191967436498],[1318.848388671875 912.7381591796875 1421.060302734375 959.1376342773438],0.60369473695755,LX61CEG,0.033255283913822875
329,328.0,[1198.8910867170666 735.837330242296 1541.3571740671555 1045.9578580649718],[1319.322021484375 922.0914916992188 1421.67431640625 966.7630004882812],0.627507746219635,EX51NBG,0.24210228823543917
330,328.0,[1200.8134215037433 739.5601897419491 1545.3800263827982 1050.4079787454793],[1320.47509765625 925.3795166015625 1420.4796142578125 970.8409423828125],0.6105096936225891,EM61NBG,0.14264685072760544
334,328.0,[1204.10690908495 755.1149339527891 1559.3612900141725 1066.5112823924783],[1323.534423828125 936.94189453125 1427.941162109375 982.900634765625],0.6071696877479553,EY61NBG,0.520480291620042
335,328.0,[1204.4987096698537 758.579189463821 1562.332166280029 1070.0681035536709],[1327.97509765625 945.7754516601562 1429.855224609375 990.3938598632812],0.6245497465133667,EY61NBG,0.3356884623347389
336,328.0,[1204.3225829902988 760.5320136071933 1563.1222790034747 1072.3678581836666],[1328.62548828125 946.5177612304688 1432.4517822265625 994.6702880859375],0.6269676089286804,EY61NBG,0.3441534403128904
339,328.0,[1205.7146658645572 764.7134520644526 1565.0523948754874 1074.6386398646098],[1332.113525390625 957.9759521484375 1438.505859375 1005.696533203125],0.6427211165428162,EY61NBG,0.10212757573815691
342,328.0,[1209.7488564276025 774.7046110862185 1571.0689368474839 1075.342794313811],[1335.3070068359375 973.2434692382812 1441.3038330078125 1019.556884765625],0.616097092628479,EY61NBG,0.2100971020460515
343,328.0,[1212.4380020400874 777.5961538279643 1576.4716339166955 1074.5148795198756],[1335.0765380859375 976.1654663085938 1442.400146484375 1019.5530395507812],0.5988438129425049,EY51NBG,0.2460962372304446
344,328.0,[1212.4829948868662 781.3224776689601 1578.4512089145062 1075.2250326853955],[1335.532470703125 980.9232788085938 1444.7332763671875 1024.7052001953125],0.6279572248458862,EY51NBG,0.09750005227948295
346,328.0,[1215.175373696857 786.859353620207 1585.2483210894654 1075.5373647346746],[1338.4925537109375 987.558349609375 1449.0142822265625 1036.8966064453125],0.636477530002594,EY61NBG,0.2691709480047807
350,328.0,[1217.4407294217392 802.9200891444714 1590.9070526106818 1078.0063134010186],[1344.6177978515625 1007.5367431640625 1456.0220947265625 1054.874267578125],0.6262627840042114,EX51NBG,0.16987366689876418
353,328.0,[1223.1603021290089 810.2505933028721 1604.8941403677413 1074.8344639787608],[1349.1357421875 1021.1458740234375 1457.9329833984375 1071.0355224609375],0.6321445107460022,EY51NBG,0.1113306849316587
356,374.0,[468.9001845971329 673.3429446309036 769.9083734364319 928.6423767493842],[571.75927734375 843.203125 654.4388427734375 879.5757446289062],0.3343498110771179,IV04HVF,0.21030471087245386
396,490.0,[1129.7129444577959 439.1543615255489 1485.357048327699 887.0006529627833],[1276.9791259765625 770.3201293945312 1369.6466064453125 810.4846801757812],0.444275438785553,BC65USJ,0.07197514424926213
417,530.0,[1150.3299537398198 472.4900159009571 1511.330851722882 940.0279065927552],[1287.8602294921875 826.1531982421875 1383.074951171875 870.5928955078125],0.5618191957473755,PG65USJ,0.1750945455662831
427,544.0,[1154.4441915026823 488.6754924008436 1528.1118761486964 986.865002716809],[1288.883056640625 857.0015258789062 1385.5140380859375 900.6879272460938],0.5746268630027771,PG65USJ,0.12947057845116658
430,544.0,[1159.043081822685 494.9961316362984 1543.161826677604 995.6736210686773],[1288.2322998046875 865.8015747070312 1389.8653564453125 910.7133178710938],0.5616868138313293,PG65USJ,0.2435402997610207
431,544.0,[1159.3761967345781 495.20575519575914 1546.5730688954218 998.6424564877809],[1289.905517578125 870.2539672851562 1390.5050048828125 915.5458374023438],0.5904699563980103,OG65USJ,0.14700358143317865
432,544.0,[1154.9774135468438 496.5090795381481 1544.2066128941228 1001.1719860425878],[1291.8798828125 874.1094970703125 1391.564208984375 920.3004150390625],0.5930815935134888,OG65USJ,0.12150370167799691
433,544.0,[1156.0626006052726 496.49302099881777 1550.447892187036 1002.5750759166921],[1291.8782958984375 875.3644409179688 1390.441650390625 920.9459838867188],0.5525457262992859,OG65USJ,0.09875848989377498
434,559.0,[1150.1474976983795 503.13741541260663 1554.4756716625257 1001.6472312790262],[1292.155517578125 882.3240966796875 1388.267333984375 924.4951171875],0.5431903004646301,PG65USJ,0.17378054813693922
435,559.0,[1149.2599113366646 505.0278996045631 1545.9778618532187 1000.5511454624504],[1292.7122802734375 885.4354248046875 1393.2386474609375 928.721923828125],0.5612688660621643,OG65USJ,0.33774475143468125
439,544.0,[1148.3407604300464 507.0612539237044 1557.2018740557887 1019.956943861925],[1293.629150390625 896.8814086914062 1395.0999755859375 944.0367431640625],0.6169271469116211,OG65USJ,0.14778859385637252
440,544.0,[1150.115453820369 509.56506636049824 1558.4019242726608 1024.2424165889397],[1291.79052734375 899.0546875 1394.9818115234375 946.0355224609375],0.5984306335449219,BG65USJ,0.11701001799319402
441,559.0,[1151.134045414466 516.9783263821171 1558.8375315134567 1030.8562891311508],[1292.7034912109375 906.5811767578125 1394.11279296875 950.9075317382812],0.6091325283050537,BO65USJ,0.06126088104389889
444,559.0,[1157.1305295394222 524.3341884428869 1551.1257550524406 1048.070921774769],[1292.378173828125 916.6453857421875 1395.9342041015625 962.85791015625],0.6033437848091125,BG65USJ,0.1121578206988192
447,559.0,[1158.0213762682424 524.6452602260505 1555.306827584901 1060.6784530193686],[1291.382080078125 927.5050048828125 1397.9007568359375 975.66796875],0.5847429037094116,OG65USJ,0.15471896249045577
453,544.0,[1145.253163650953 536.804186497187 1565.3780270157536 1073.2339301695104],[1291.5616455078125 948.1910400390625 1398.4644775390625 999.2423095703125],0.5781986713409424,BG65USJ,0.2594655623030176
454,544.0,[1144.7441883794818 540.0811379276538 1567.7244166865835 1075.6284141623842],[1292.54150390625 954.3489990234375 1400.898193359375 1001.1719970703125],0.5668197274208069,PG65USJ,0.07350565476526785
455,544.0,[1131.2922473657816 542.4606622575677 1557.3376536322296 1076.9581099799366],[1293.717041015625 958.659912109375 1400.2174072265625 1005.208251953125],0.5818794965744019,BG55USJ,0.25085425954856777
458,591.0,[1134.0500376326588 554.0638706456264 1566.7874233997743 1073.664447189822],[1292.6328125 969.5643310546875 1401.893310546875 1019.5382080078125],0.6240016222000122,PG65USJ,0.27896675896535705
462,591.0,[1136.7292976991355 566.1394194324291 1581.9888077710095 1075.2292039194704],[1291.9608154296875 986.2955932617188 1403.7396240234375 1037.0948486328125],0.6231455206871033,OG65USJ,0.08035108906766768
465,600.0,[1128.990786685979 572.3132491818518 1581.4580402692009 1072.1558870146655],[1292.888671875 998.9306030273438 1408.481689453125 1051.7440185546875],0.591997504234314,OQ65USJ,0.06227458047151445
466,351.0,[440.1679919901376 715.3382658311805 722.8695219312544 924.6611847468032],[527.92822265625 856.6245727539062 625.9822998046875 903.2333374023438],0.4193924367427826,NA54KGJ,0.15061847465612221
470,600.0,[1114.9269777160528 582.6781684046682 1573.3423555761449 1073.9717320536513],[1298.376953125 1019.5689697265625 1409.7279052734375 1073.65283203125],0.5719253420829773,OQ55USJ,0.10260078771211543
479,105.0,[546.2371012819355 557.9131757048561 826.205320234698 820.5319444733897],[636.9241943359375 714.9120483398438 720.9864501953125 757.8239135742188],0.5092377662658691,LK64DHM,0.09718413729921184
504,105.0,[511.3665933567571 590.2918214584964 808.9922165030067 865.2851772443922],[606.6946411132812 759.0709228515625 698.5189208984375 804.36865234375],0.48846662044525146,LK54DHY,0.1134880124969761
508,105.0,[506.94087302202604 597.001349820137 808.6274772391677 876.2045765772989],[599.5204467773438 764.2439575195312 696.1182861328125 811.0801391601562],0.5558596253395081,LK54DHV,0.03093611210459009
510,105.0,[502.6199382727804 600.9199533222504 808.6835156167408 880.938679598353],[599.0640258789062 769.3135986328125 694.861328125 816.380859375],0.5559259057044983,KK54DHY,0.09667498151038122
553,612.0,[1164.2298419588842 638.5768273885898 1447.5343203268417 887.0027459094266],[1262.3935546875 795.3803100585938 1346.4189453125 837.59912109375],0.6013205647468567,EF10DZU,0.11169718312458302
555,105.0,[438.36188726058276 685.1557731676213 776.0067127988484 1001.3050865008767],[551.928955078125 880.2031860351562 653.835205078125 930.8516235351562],0.5728467702865601,EK54PNV,0.018299980080188967
568,105.0,[420.4471527814964 715.0916664186377 770.6255962226776 1044.477685260234],[542.8423461914062 918.3162231445312 645.8527221679688 967.3758544921875],0.6137676239013672,LK54DMV,0.1954863518480764
568,612.0,[1166.818002620308 661.1666748863034 1461.4563217733166 924.9654213034818],[1263.8768310546875 829.6060791015625 1358.8612060546875 873.9902954101562],0.5726768374443054,ER10DZM,0.0495364222380505
570,105.0,[417.5406433368853 720.2588026071621 767.7483392448157 1050.5312857263093],[537.1796875 923.3834838867188 641.8469848632812 976.3181762695312],0.590255618095398,LK54DLV,0.07172468949947362
581,105.0,[401.63095176472507 745.8796918606986 762.39586353616 1074.9620944171695],[524.12744140625 960.0481567382812 636.0490112304688 1010.6588745117188],0.5842210650444031,AK54DHV,0.03427204554396774
594,612.0,[1169.6961716107735 728.1938003238004 1492.4878458518388 1003.4310146402595],[1277.5352783203125 904.1716918945312 1372.3857421875 951.6410522460938],0.6070640087127686,EF10DZT,0.06271610742697964
596,105.0,[379.90077746279394 786.0351125295704 755.7458766465907 1077.2711731541315],[504.3224792480469 1010.7449340820312 618.19384765625 1063.6015625],0.6426529288291931,LK64DHV,0.13684103705952966
597,105.0,[377.72608067185644 790.1950546163407 755.0983186787039 1078.7579476227927],[501.9580078125 1017.1959228515625 615.50341796875 1069.0916748046875],0.6299575567245483,KK64DMV,0.07795598433820795
611,612.0,[1170.7533179995353 772.4636814861424 1511.9543396743188 1059.5792735077282],[1285.984130859375 955.8297729492188 1389.13330078125 1005.3850708007812],0.6512080430984497,ER10DZI,0.08415432604937556
613,612.0,[1167.081170600895 779.9486359007025 1508.7014863697227 1066.503809680122],[1287.29736328125 964.3912353515625 1390.5169677734375 1012.1070556640625],0.6377271413803101,ER10DZT,0.14803099576560214
627,612.0,[1166.6590929550375 816.7965241957365 1521.7916012447631 1079.311091507441],[1297.6875 1017.8086547851562 1402.711669921875 1068.5184326171875],0.6545729637145996,EF10PZT,0.08046888630924444
630,360.0,[1128.1322394967442 466.2372439012949 1327.3133200434982 648.3454348047201],[1196.2294921875 578.4512329101562 1264.1026611328125 616.0806274414062],0.39229297637939453,GJ05ERD,0.12437498050725636
631,612.0,[1166.0099506832944 829.3094541743264 1528.1384392683567 1080.0301300834026],[1299.171142578125 1030.4193115234375 1408.186279296875 1079.064697265625],0.625735342502594,EG10PZL,0.049456846745058174
631,360.0,[1127.3271430164914 467.40417504276695 1327.7286697404475 650.0591445335432],[1199.0736083984375 579.5399780273438 1264.8912353515625 616.7396240234375],0.4109020531177521,GJ06EFD,0.14378465165493412
636,360.0,[1128.714552652399 474.60136779927836 1328.6204228761057 660.5322019806966],[1203.293701171875 587.5852661132812 1264.623291015625 621.9298095703125],0.3012167513370514,GJ05TFD,0.12434368519122461
638,360.0,[1128.6519812006081 477.85643295823047 1329.4006219915054 664.2251787886287],[1199.5155029296875 589.4112548828125 1258.8143310546875 623.6669921875],0.3278787136077881,IG30SEE,0.066503710132117
639,445.0,[1110.186218124865 663.6062044112235 1424.4861294496702 916.0184609862621],[1218.8734130859375 830.5881958007812 1310.8857421875 873.2583618164062],0.3811366856098175,AF65JKV,0.20751100103391945
641,445.0,[1108.3541141512092 666.6896950702712 1422.0133767258017 920.9115415172605],[1220.7232666015625 832.922607421875 1312.829345703125 876.7554931640625],0.3036227524280548,AG65JKV,0.20746905604342614
646,445.0,[1111.9702388570358 674.1969178170453 1430.9118442315744 933.3708775674692],[1226.2987060546875 845.0599365234375 1320.1380615234375 886.60693359375],0.3860073387622833,LF65JKV,0.10992415801918153
648,380.0,[1666.8154017421466 676.9284644721806 1922.3154528687292 953.1543537585983],[1806.181640625 866.0326538085938 1899.465087890625 909.6884765625],0.4025385081768036,OU62HNA,0.013041814947236443
650,445.0,[1111.613653766535 685.3106094507064 1434.74723319604 944.1703983297784],[1222.0994873046875 852.4707641601562 1321.577392578125 899.2547607421875],0.503765344619751,LF65JKV,0.40625530187561437
653,445.0,[1110.7319280337122 691.0305023807782 1433.7293214759436 950.8310380951598],[1230.029296875 862.7100219726562 1325.2554931640625 908.6934814453125],0.6178486347198486,LC65JKY,0.04384346842222995
653,360.0,[1129.2464895575315 497.68334356196397 1338.75374013665 685.5299558406928],[1196.8839111328125 606.5103759765625 1271.9718017578125 645.5344848632812],0.2778198719024658,IJ05ERD,0.026433569586198337
655,360.0,[1128.497885108427 497.1408812130168 1337.812082962455 686.4886845764191],[1200.6524658203125 610.8739013671875 1269.17578125 648.7116088867188],0.39403578639030457,GJ05ERO,0.15715868500281335
660,360.0,[1128.9372200539115 501.44235714772697 1340.3155598727967 695.8820061055272],[1196.1007080078125 613.1002807617188 1280.3087158203125 655.1924438476562],0.2542803883552551,GJ06ERD,0.22365654292858705
663,360.0,[1130.2052233077245 504.2179029082645 1341.8740464394202 699.8297344792625],[1198.6544189453125 621.2860717773438 1275.444091796875 662.1215209960938],0.44781506061553955,IC30GEF,0.03997434394358211
665,360.0,[1130.2495173777115 504.37699691138687 1342.1462920706676 700.8379350603659],[1202.9007568359375 628.6796875 1270.7479248046875 665.56884765625],0.4266878366470337,GJ26EPE,0.11226770203699572
668,445.0,[1114.9759447525435 722.9305476780098 1459.1946698562165 995.0221207853392],[1239.456298828125 900.633544921875 1341.4552001953125 951.25634765625],0.5459973216056824,AG65KKV,0.243186308095612
668,360.0,[1128.1130362544318 504.0973677935208 1343.2900421252425 707.4102570840557],[1205.161865234375 629.016357421875 1274.916259765625 666.8448486328125],0.47734707593917847,GJ06EPE,0.4002226002825788
669,360.0,[1128.7043697975585 505.6333679886297 1344.2070276388183 709.1905010364706],[1204.515625 630.356689453125 1277.3038330078125 669.64697265625],0.4788024425506592,GJ05EPD,0.2200712262343948
670,360.0,[1128.9601987044869 506.9835001201594 1344.5972262684852 710.6818566755834],[1205.932373046875 631.6181640625 1277.8280029296875 669.7381591796875],0.5125101208686829,GJ05EPD,0.6566572475302648
671,360.0,[1128.8894025081127 507.96202939642205 1344.9101839655814 712.1899392995164],[1203.4881591796875 633.194091796875 1272.9132080078125 671.0753173828125],0.4377836585044861,GJ05EPD,0.6274991563732203
673,360.0,[1129.6269628798666 511.0975246228986 1346.7581779531145 715.955584064533],[1206.4710693359375 640.4552612304688 1276.1295166015625 675.544677734375],0.32731252908706665,GJ05EPD,0.14107866937177363
675,360.0,[1130.1080788821887 519.0805284331537 1348.2474472974918 720.6953261656969],[1207.106201171875 643.3935546875 1279.4339599609375 679.2725830078125],0.37035390734672546,LJ05EPD,0.1945246321625915
676,360.0,[1130.1255873494074 521.1968614746855 1348.825349699894 721.644663500704],[1205.4114990234375 642.9168701171875 1280.4620361328125 679.6487426757812],0.37845438718795776,GJ06EPD,0.18826158979709753
677,445.0,[1129.8635809698778 745.3898799556682 1472.7470218205674 1024.715907970413],[1249.164306640625 931.705810546875 1351.25439453125 980.1959838867188],0.5912333726882935,AG65JKV,0.06485914595926043
682,445.0,[1138.1851784982657 760.6029717347163 1482.5228414241008 1040.3722005852824],[1253.5694580078125 946.7510375976562 1358.2852783203125 995.6647338867188],0.5698179602622986,AG65JKV,0.2953061381558197
683,360.0,[1131.5171109833914 531.0246800899068 1352.907673837533 731.9399508005321],[1208.35791015625 651.905517578125 1280.5509033203125 690.9882202148438],0.5129548907279968,GJ06END,0.21055182116116944
684,445.0,[1136.7401760114274 766.0994609943155 1481.7492496555094 1048.0153695274405],[1256.2767333984375 949.7421264648438 1361.24853515625 1001.5525512695312],0.5621604919433594,AG65JKV,0.4360339153736791
685,445.0,[1136.5236638470485 767.3786896920028 1482.378580437299 1049.8245007010999],[1258.638671875 952.2969360351562 1363.01953125 1002.8215942382812],0.5666345357894897,IG65JKV,0.1002573593682227
686,360.0,[1131.6732498587005 532.4777504234636 1354.5383506595933 735.9098452266452],[1209.1402587890625 652.201416015625 1285.8929443359375 692.5913696289062],0.5036328434944153,GJ06EPD,0.37371109943231023
687,445.0,[1137.3467305206636 773.8739601612065 1486.1273127159625 1058.7738484061847],[1260.2777099609375 961.1678466796875 1366.1998291015625 1011.2596435546875],0.5880314707756042,AG65JKV,0.18848011921771737
689,445.0,[1141.4349525859466 779.5332135100388 1491.7016055583672 1066.4682368801166],[1262.8309326171875 968.5881958007812 1368.3673095703125 1017.7805786132812],0.6029624938964844,AN65JKV,0.11283313988653343
690,445.0,[1142.9891670615111 782.0718916405842 1494.5272681694478 1069.6857096039969],[1262.7452392578125 972.3645629882812 1371.842041015625 1023.7261962890625],0.5187934041023254,AN65UKV,0.11578551727647417
691,445.0,[1143.5473152286095 783.9133729610871 1496.4896069020097 1072.0174150286914],[1263.616455078125 971.9093627929688 1368.4091796875 1024.47705078125],0.5603575706481934,AN65JKV,0.35260618459212617
692,445.0,[1144.8857626451822 785.679931328716 1498.177933448806 1073.1806891731676],[1263.1910400390625 979.4566040039062 1369.9412841796875 1027.53857421875],0.5624216794967651,AN65UKV,0.07341208528475375
693,445.0,[1145.359621808462 788.1309305067781 1497.362179990462 1073.9358188553852],[1263.4896240234375 981.6154174804688 1373.9093017578125 1031.2314453125],0.5584883689880371,AG65UKV,0.09626106184246598
700,445.0,[1143.6866011888785 806.5065227987026 1507.2355417093074 1075.6126534505368],[1268.565673828125 1005.0091552734375 1381.954345703125 1054.833984375],0.596997082233429,AG65UKV,0.06885567534800707
705,445.0,[1143.7128909210724 820.4862959173597 1514.6937110987433 1077.9925901883346],[1275.828369140625 1027.080078125 1386.27294921875 1074.7398681640625],0.5956646203994751,AG65JKV,0.09686238539786159
705,360.0,[1136.948799066103 552.4497280594528 1369.6179247589314 766.0205200919734],[1216.952880859375 682.4683837890625 1294.412841796875 721.1904296875],0.42913201451301575,GJ06EPD,0.5980262896808747
706,445.0,[1144.077434670029 823.4250353214392 1516.1233713462648 1079.2587761538684],[1275.5040283203125 1029.95068359375 1387.779541015625 1076.5718994140625],0.5885200500488281,AG65JKM,0.08092930852696159
708,360.0,[1138.5499006233283 554.4173614144435 1371.2906572822214 770.3852146762425],[1215.58984375 687.3585815429688 1300.0609130859375 730.5359497070312],0.4407382011413574,GJ05EPD,0.13353046282447897
710,360.0,[1139.1756073358865 556.8628153894088 1372.4687242781192 774.7624351003135],[1214.59814453125 689.7764892578125 1297.2008056640625 734.3001708984375],0.48179689049720764,GJ05EPD,0.4908132894129881
715,592.0,[457.3541385464148 688.0277261367418 770.2675997406955 958.3092659644543],[566.9804077148438 888.337646484375 660.6560668945312 930.8170166015625],0.2745834290981293,KH06KSU,0.22860019958131889
716,360.0,[1140.8031149488759 563.2936053372026 1376.158542024188 785.6792096311054],[1226.88330078125 700.8820190429688 1299.846435546875 740.6085815429688],0.526756763458252,GJ06ERD,0.12348359694305558
717,360.0,[1140.623979450851 562.5017324104399 1377.4466932914183 787.2610230909613],[1227.4884033203125 702.2323608398438 1302.4697265625 744.7840576171875],0.5103641152381897,GJ06EPD,0.26564078843863254
719,360.0,[1142.0605894110083 565.9252315094519 1378.9294867808724 792.7775186362438],[1221.162353515625 703.64208984375 1305.2733154296875 747.8565673828125],0.46062958240509033,GJ05EFD,0.3772163658176822
720,360.0,[1142.2298084573088 563.3825348441449 1380.7986190259237 792.91672340534],[1225.13232421875 708.4072265625 1304.28369140625 750.9197387695312],0.429512619972229,GJ05EPD,0.11122979007872696
722,592.0,[448.9199493102941 704.894148826098 768.217054327659 981.9641062064825],[556.427001953125 899.6802978515625 654.72802734375 955.8057861328125],0.2765880525112152,KH06KSU,0.3280499407477962
724,592.0,[447.3619801814011 710.268629888435 767.8375476861609 986.8149793752059],[553.9093627929688 910.9498901367188 650.7139892578125 957.1294555664062],0.5415937304496765,KH06KSU,0.36436264719509565
726,592.0,[444.2262982247613 715.5759783160428 770.2001433290003 994.8359591201353],[554.5258178710938 920.332763671875 651.9183349609375 965.3258056640625],0.364170640707016,KH06KSU,0.3031420846184532
727,592.0,[443.0774715569262 716.1207071181398 772.4647121228461 996.1971385040276],[555.0692138671875 921.2755737304688 651.4617919921875 970.1429443359375],0.4930664896965027,KH06KSU,0.36589085628819407
728,592.0,[441.44072461656685 718.0255723654589 773.3739111794386 998.9203034153882],[549.6150512695312 922.7818603515625 651.2589111328125 974.0541381835938],0.4863317608833313,KH06KSU,0.3371089275111777
